time,ax,ay,az,aT,label
0.009,0.0247,0.0402,0.0142,0.049,0
0.009,0.0507,0.0384,0.034,0.07200000000000001,0
0.019,0.0888,0.0284,-0.0148,0.094,0
0.073,0.0383,0.0085,0.0048,0.04,0
0.074,0.0193,-0.0208,0.0244,0.037000000000000005,0
0.074,-0.0183,-0.0104,-0.0051,0.022000000000000002,0
0.074,0.0023,0.0,0.0242,0.024,0
0.075,0.0024,0.0098,0.0242,0.026000000000000002,0
0.085,-0.017,0.0197,0.0242,0.036000000000000004,0
0.097,-0.0159,-0.0089,0.0633,0.066,0
0.098,-0.0159,-0.0186,0.0731,0.077,0
0.11,-0.0248,0.0012,0.0534,0.059000000000000004,0
0.117,-0.0152,-0.0081,0.0436,0.047,0
0.174,-0.015,-0.0173,0.024,0.033,0
0.174,0.0235,0.0025,0.0044,0.024,0
0.175,0.0406,0.0207,-0.0247,0.052000000000000005,0
0.175,0.0401,0.0302,0.0144,0.052000000000000005,0
0.175,0.0196,0.0005,-0.0247,0.032,0
0.181,0.0389,0.029,0.0145,0.051,0
0.194,0.0,0.0185,0.044,0.048,0
0.198,-0.0103,-0.0117,0.0538,0.055999999999999994,0
0.211,-0.0098,0.0171,0.0538,0.057,0
0.218,-0.0192,0.008,0.0342,0.04,0
0.278,-0.0377,0.008,0.0439,0.057999999999999996,0
0.279,-0.0084,0.0091,0.0439,0.046,0
0.279,0.0193,0.0088,0.0244,0.032,0
0.28,0.0101,0.0204,0.0243,0.033,0
0.28,0.0091,0.0196,0.0145,0.026000000000000002,0
0.281,0.0294,0.0211,0.0243,0.044000000000000004,0
0.289,0.0092,-0.0078,0.0243,0.027000000000000003,0
0.297,0.0292,0.0227,0.0046,0.037000000000000005,0
0.308,0.0471,0.0311,0.0145,0.057999999999999996,0
0.318,0.0283,0.0121,0.0733,0.079,0
0.329,-0.0094,0.0025,0.0046,0.011000000000000001,0
0.338,-0.0775,0.0218,0.0144,0.08199999999999999,0
0.348,-0.0554,0.0216,0.0437,0.07400000000000001,0
0.413,-0.0853,0.0018,0.0339,0.092,0
0.414,-0.036,0.0021,0.0633,0.073,0
0.415,-0.038,0.0315,0.0438,0.066,0
0.415,0.0466,0.0018,0.044,0.064,0
0.415,0.0347,0.0205,0.0343,0.053,0
0.416,0.0508,0.0287,0.015,0.06,0
0.425,0.0597,0.0286,0.015,0.068,0
0.428,0.0102,-0.001,0.0053,0.012,0
0.439,-0.008,0.0294,0.0346,0.046,0
0.447,-0.0351,-0.0091,0.0344,0.05,0
0.46,-0.0042,-0.0077,0.0343,0.035,0
0.468,0.0249,-0.0261,0.1225,0.128,0
0.521,0.0361,0.0143,0.0047,0.039,0
0.522,0.0253,0.0511,0.0049,0.057,0
0.523,0.026,0.052,-0.0035,0.057999999999999996,0
0.523,-0.0494,-0.025,0.0256,0.061,0
0.523,-0.0878,-0.0153,0.0452,0.1,0
0.528,-0.0273,-0.0241,0.0647,0.07400000000000001,0
0.544,-0.0179,0.0149,0.0059,0.024,0
0.548,0.0006,0.0142,0.0256,0.028999999999999998,0
0.611,0.029,0.0046,0.0354,0.046,0
0.612,0.0175,-0.0052,0.0159,0.024,0
0.612,0.0562,0.0138,0.0061,0.057999999999999996,0
0.612,0.0354,0.0224,0.0259,0.049,0
0.613,-0.0031,0.0419,-0.0133,0.044000000000000004,0
0.613,-0.0116,0.0025,-0.0134,0.018000000000000002,0
0.622,-0.0304,0.0115,0.0454,0.055999999999999994,0
0.628,-0.019,0.0112,0.0453,0.05,0
0.638,-0.0481,0.0012,0.0257,0.055,0
0.647,-0.0561,0.0297,0.0452,0.078,0
0.661,-0.0373,0.0193,-0.0037,0.042,0
0.667,0.0013,0.0091,0.0453,0.046,0
0.678,0.0289,-0.0223,0.0455,0.057999999999999996,0
0.728,0.0275,0.0256,0.0358,0.052000000000000005,0
0.73,0.0459,0.0143,0.0261,0.055,0
0.73,-0.0029,0.0234,0.0556,0.06,0
0.731,0.0158,-0.0078,0.0164,0.024,0
0.731,-0.0035,0.0206,-0.0031,0.021,0
0.779,-0.0032,0.001,0.0066,0.006999999999999999,0
0.78,-0.0122,0.0012,0.0458,0.047,0
0.78,0.0071,0.0009,0.0262,0.027000000000000003,0
0.781,-0.0212,-0.0177,0.0261,0.038,0
0.781,-0.011,0.0118,0.0359,0.039,0
